user_id,gender,age,country,subscription_type,listening_time,songs_played_per_day,skip_rate,device_type,ads_listened_per_week,offline_listening,is_churned
5723, Male,16,Britain,Free ,270,77,0.19,Moble,48,FALSE,0
7446,M,16,,FAMILY,238,1,0.09,,0,TRUE,0
4858,Male ,48,UK,family,68,35,0.29,WEB,0,TRUE,0
560,F,25,PK,Premium ,295,56,0.17,WEB,0,TRUE,0
940,Other ,28,us,Free ,67,67,0.13,Web,44,FALSE,0
3192,FEMALE,45,USA,Student ,104,66,0.12,Desktop ,0,TRUE,1
4032,F,47,AU, Free,101,25,0.51,,19,FALSE,0
1103,OTHER,49,IN,Student,217,27,0.38,DESKTOP,0,TRUE,0
5153,Male,25,de,Family,270,54,0.18, Desktop,0,TRUE,0
3951,MALE,26,DE,Premium ,13,11,0.27,desktop,0,TRUE,1
1555,Female,,PK,student,71,50,0.27, Desktop,0,TRUE,0
8130,Female ,27,IN,free,,27,0.52,Mobile,43,FALSE,1
2593,FEMALE,46,us,Student,257,8,0.09,Web,0,TRUE,0
7540,Male,20,U.S.A.,Premium,31,36,0.38,Desktp,0,TRUE,0
7376,Female,43,CA,Student ,274,30,0.3,Desktop ,0,TRUE,0
4554, Other,39,Britain, Premium,239,39,0.1,Mobile ,0,TRUE,0
5275,FEMALE,32,CAN,family,99,62,0.22,Web,0,TRUE,1
1308, Male,25,PK, Free,265,26,0.5,Desktp,14,FALSE,0
3344,Male,32,United States,STUDENT,186,35,0.5, Desktop,0,TRUE,0
5763,O,42,,Family ,272,5,0.39, Desktop,0,TRUE,0
1653,M,52,ca,Family,59,79,0.48,mobile,0,TRUE,1
1661,F,17,,Premum,151,53,-0.5,web,0,TRUE,0
5924,Male,36,CAN,FREE,233,76,0.55, Desktop,33,FALSE,1
7999,FEMALE,34,IN,student,245,94,0.27,Desktop,0,TRUE,0
7476,Other ,43,PK, Premium,165,76,0.48,Web,0,TRUE,0
5592,Female,,U.S.,Free,,23,0.38,Web,9,FALSE,0
2103,female,38,U.K.,Famly,181,35,0.57, Mobile,0,TRUE,0
4871, Other,40,UK,FAMILY,242,18,0.37,Desktop,0,TRUE,0
5175,F,47,PK,Premum,292,,0.13,web,0,TRUE,1
5508,Female ,58,PK,Premum,269,92,0.59,Wb,0,TRUE,0
3899,female,29,USA,Famly,125,42,0.2, Web,0,TRUE,0
6408, Female,21,FR,Premium ,108,93,0.24, Web,0,TRUE,0
3213,Other,58,GER,Famly,29,5,0.07,Web,0,TRUE,1
5901, Other,26,PK,Free,,49,0.21, Mobile,40,FALSE,0
3931,M,36,IN,premium,202,43,0.04, Desktop,0,TRUE,0
6331,Female ,54,de,Student ,228,53,0.54,Desktop,0,TRUE,0
7459,Male ,35,AUS,Studnt,285,,0.39,DESKTOP,0,TRUE,1
5241,male,25,CA,Free,13,86,0.47,Mobile,34,FALSE,0
4993,MALE,25,PK,Free ,54,73,0.51,DESKTOP,45,FALSE,1
3357,Other ,52,ca,FREE,169,35,0.33, Web,34,FALSE,0
6996,Female ,16,United States,Premium ,93,19,0.26,DESKTOP,0,TRUE,0
467,female,39,IN,Famly,,96,0.32,MOBILE,0,TRUE,0
4203, Male,57,us, Family,226,55,0.6, Mobile,0,TRUE,0
6528,Male ,,Canada, Student,272,98,0.58, Web,0,TRUE,0
6831,MALE,19,Canada, Premium,286,26,0.08,DESKTOP,0,TRUE,0
2397,female,22,PK,PREMIUM,193,71,0.08, Desktop,0,TRUE,0
3190, Other,22,us,Famly,236,4,0.53,Web ,0,TRUE,1
5332, Male,36,Canada,Famly,94,99,0.32,Web ,0,TRUE,0
5856,Other ,23,U.S.A.,free,103,10,0.58, Mobile,38,FALSE,0
7816,F,59,FR,Premum,109,70,0.27,Wb,0,TRUE,0
3222,O,38,U.K.,Premium,267,34,0.44,MOBILE,0,TRUE,0
2773, Other,18,IN,F ree,132,18,0.34,Moblie,13,FALSE,0
7199, Female,52,PK,F ree,167,59,0.31,Web ,12,FALSE,1
282, Male,42,us,premium,52,55,0.05,web,0,TRUE,1
6377,FEMALE,38,IN,F ree,101,47,0.06, Mobile,39,FALSE,1
1274,MALE,53,CA,Premum,79,74,0.05,desktop,0,TRUE,0
5430, Male,23,, Free,40,24,0.28, Web,23,FALSE,0
3715,male,19,,Premum,96,,0.41,MOBILE,0,TRUE,1
3609,Male,41,US,STUDENT,256,38,0.37, Desktop,0,TRUE,0
1407,M,,PK, Family,294,41,0.15, Desktop,0,TRUE,0
3568,other,34,de,family,42,16,0.5,Desktp,0,TRUE,1
5697,FEMALE,32,GER,Student,109,84,0.15,,0,TRUE,0
4943,OTHER,46,,Family ,260,31,0.49, Web,0,TRUE,0
